document	label
How long has L.L. Cool J. been married ?	5
What is the present Pope named ?	3
What animal migrates the farthest ?	1
Who was Bonnie Blue Butler 's father ?	3
What book opens : `` At a certain village in La Mancha , which I shall not name.. . '' ?	1
What Muhammad Ali maneuver was George Foreman the first victim of ?	1
Who portrayed Maggio in the film From Here to Eternity ?	3
What is the earth 's diameter ?	5
What is the death toll of people dying from tuberculosis ?	5
How long would it take for a $ savings bond to mature ?	5
Who sings the song `` Drink to me with thine eyes '' by Ben Johnson ?	3
What is the current ticket fare from from Cairo to Barbados ?	5
Where is Procter & Gamble based in the U.S. ?	4
What does the abbreviation cwt. ?	2
What 1976 Deep Throat clone provides the leading lady with a second larynx ?	1
What U.S. city was named for St. Francis of Assisi ?	4
What is the price for AAA 's liability auto insurance ?	5
What 's the world 's largest cathedral ?	4
What country are you visiting if you land at President Duvalier Airport ?	4
What is carbon dioxide ?	0
When was Dubai 's first concrete house built ?	5
What joins white wine to put the spritz in a Spritzer ?	1
What comic strip sometimes features a mailman named Beasley ?	1
What is a portal ?	0
What is the deepest lake in the US ?	4
What author landed a 468-pound marlin without harness in the early 193 's ?	3
Where are the British crown jewels kept ?	4
How much did Lucy Van Pelt originally charge for psychiatric sessions ?	5
Who claimed to be the world 's most perfectly-developed man ?	3
What girl 's name is `` Teddy '' an affectionate form of ?	3
How much waste does an average dairy cow produce in a day ?	5
Which of the following rock 'n roll stars has a `` star '' on Hollywood Boulevard ?	3
Who was the Russian ambassador to Hungary during the 1956 uprising ?	3
How is the new Ford Econoline van F25 V1 engine ?	0
When the Tutankhamun exhibit was on display in the U.S. , what moving company transported it ?	3
How do telephones work ?	0
What is the fastest fish in the world ?	1
How many websites are there in the world ?	5
McCarren Airport is located in what city ?	4
What U.S. university boasts the largest library ?	3
What makes salt ?	0
What company tabulates the ballots in voting for the Academy Awards ?	3
What is thermal equilibrium ?	0
What U.S. state boasts Leif Ericson Park ?	4
What are the seven wonders of the world ?	1
What 's the most popular four-player game of all time ?	1
What is a common anti-AIDS drug ?	1
What was the worst hurricane ?	1
How can I find out my Moon sign ?	0
Who is the leading competitor of Trans Union Company ?	3
What war did the Potsdam Conference follow ?	1
What type of polymer is used for bulletproof vests ?	1
What Green Bay Packers coach philosophized : `` There 's nothing that stokes the fire like hate '' ?	3
Name the lawyer for Randy Craft .	3
What was Al Capone 's nickname ?	3
How big is the largest diamond ?	5
What product did William Horlick discover and produce ?	1
How many Beatles ' records went #1 ?	5
In which state would you find the Catskill Mountains ?	4
In Hemingway 's `` Old Man and the Sea , '' what kind of fish does the old man catch ?	1
What is the difference between a college and a university ?	0
What does the word LASER mean ?	2
How many more weeks of winter are there if a ground hog sees his shadow ?	5
How successful is arometherapy ?	0
What British general surrendered to the colonial army at Saratoga ?	3
What novel has Big Brother watching ?	1
How many horses are there on a polo team ?	5
What are Britain 's two longest rivers ?	4
What kind of tree graces Lebanon 's flag ?	1
What 's the term for any four-sided figure ?	1
What is foot and mouth disease ?	1
What was the price of Varian Associates ' vacuum products division ?	5
How many James Bond novels are there ?	5
What are Maid-Rites ?	0
What president 's ghost is said to haunt the White House ?	3
What percentage of the world 's plant and animal species can be found in the Amazon forests ?	5
What bay divides Maryland 's Eastern and Western Shores ?	4
What is mold ?	0
What is artificial intelligence ?	0
Where can I find full written draft of CTBT ?	4
Where can I get U.S. economic statistics ?	4
The Kentucky Horse Park is located near what city ?	4
What is the history of `` the toast '' ?	0
When did the art of quilting begin ?	5
What lawyer won the largest divorce settlement , $85 million , in U.S. history for Sheika Dena Al-Farri ?	3
What is the name of the American who was captured when his plane went down over Syrian-held Lebanon ?	3
What is the most expensive car in the world ?	1
Why do girls have to wear training bras ?	0
What drug is often used to treat AIDS patients ?	1
What is nuclear proliferation ?	0
What is another name for nearsightedness ?	1
What is bandwidth ?	0
What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?	5
Where is the Kalahari desert ?	4
What 's the oldest capital city in the Americas ?	4
What are the four elements ?	1
What is moxie ?	0
What sport features snatches and clean jerks ?	1
What chocolate company gives you a one-pound kiss ?	3
Where can I find scientific data , `` research papers , '' on textile engineering ?	4
What island group contains Jersey , Guernsey , Sark and Herm ?	4
What was the name given the 6 , 500 German airforce troops that used the Spanish Civil War as a training exercise ?	3
What country covers 8 , 600 , 387 square miles ?	4
What is the occupation of Nicholas Cage ?	3
Who was the only president to serve two nonconsecutive terms ?	3
Who played Humpty Dumpty in the 1933 film Alice in Wonderland ?	3
What is the high pitched sound that you hear in your ear every now and then , but then it goes away , after a while ?	1
How is Easter Sunday 's date determined ?	0
Colin Powell is best known for what achievement ?	0
What 19th-century writer had a country estate on the Hudson dubbed Sunnyside ?	3
What 's the shape of a camel 's spine ?	1
What are the alveoli ?	0
What country is the world 's largest importer of cognac ?	4
What English playwright penned : `` Where the bee sucks , so shall I '' ?	3
What is making love ?	0
What high school does Archie attend ?	3
What is BPH ?	2
Why do they call a hamburger a hamburger when there is no ham ?	0
A corgi is a kind of what ?	1
Define the Pheonix Club ?	0
What is the longest chemical name , consisting of 35 letters ?	1
What fast-food magnate 's initials graced the left sleeve of the San Diego Padres ' baseball uniforms in 1984 ?	3
What was the name of the horse that fell on Queen Elizabeth , Prince Albert 's wife ?	1
What actor dressed up as Santa Claus and had a once-a-year affair with actress Shelley Winters every Christmas for many years ?	3
Which hair care product told us `` hate that gray , wash it away '' ?	1
How do you make panoramic sugar eggs for Easter - the ones with the scene inside ?	0
Who portrayed The Cowardly Lion in The Wizard of Oz ?	3
What country has the best defensive position in the board game Diplomacy ?	4
Name the operating system that runs on IBM-compatible machines .	1
What World War II leader declared : `` The blow has been struck '' ?	3
Who was known as the Time Master in comic books ?	3
Where 's Montenegro ?	4
Who developed potlatch ?	3
What spice do chefs pay the most for ?	1
How many colors are there in the spectrum ?	5
How many presidents have died on the 4th of July ?	5
What country boasts the most dams ?	4
What does hazmat stand for ?	0
Who was the king who was forced to agree to the Magna Carta ?	3
Who wrote the lyrics to Porgy and Bess ?	3
What planet would you visit to see Bebrenia , Arcadia , and Amazonis ?	4
What does storm wave mean in Japanese ?	0
At Christmas time , what is the traditional thing to do under the mistletoe ?	1
When was Thomas Jefferson born ?	5
How do I know how much money to save for retirement ?	0
What sport is known for hooligans ?	1
What are pushed and coupled in hump yards ?	1
What amount of money did the Philippine ex-dictator Marcos steal from the treasury ?	5
What country was General Douglas McArthur in when he was recalled by President Truman ?	4
What is dry ice ?	0
What is the longest place name in the U.S. ?	4
What instrument does Benny Carter play ?	1
What are the statistics for drunken drivers in Maryland ?	5
What cooking oil has `` corn goodness '' ?	1
What is a fear of black people ?	1
Who is King in Alley Oop 's home of Moo ?	3
What two colors are you blind to if you suffer from protanopia ?	1
What is autism ?	0
What does Aaron mean ?	0
What kind of species is the monster in the film `` Jaws '' ?	1
Who invented the Moog Synthesizer ?	3
What type of betting is used in horse racing ?	1
What international organization was founded by Clara Barton ?	3
What movie told of Anna Anderson 's claim to be a Russian czar 's daughter ?	1
What are Fortune 500 companies ?	0
What TV quiz show left the air in 1975 to the tune of Vera Lynn 's We 'll Meet Again ?	1
What explorer was nicknamed Iberia 's Pilot ?	3
Where is the official `` zero '' of the sea level ?	4
What is it that walks on four legs , then on two legs , then on three ?	1
What is a fear of sleep ?	1
Name of the powerful white trader in Conrad 's `` Heart of Darkness '' ?	3
What are the Greek numerals ?	0
How long was the longest hiccup attack ?	5
Who was the inventor of the stove ?	3
Where on the Web is Adventours Tours from Sydney , Australia ?	4
What does the word fortnight mean ?	0
What French seaport claims to be The Home of Wines ?	4
What is the term for the side of the mountain that faces the prevailing winds ?	1
Who was the first jockey to ride two Triple Crown winners ?	3
Who starred with Charlie Chaplin in Modern Times and The Great Dictator ?	3
What 's the second-biggest-selling magazine in America ?	1
Where can I learn about Samuel Gompers ?	4
Where can I find information about touring the Philippines ?	4
How do you recognize anorexia ?	0
Who invented `` The Muppets '' ?	3
Who founded the People 's Temple Commune ?	3
Who invented volleyball ?	3
What is the capital of Uruguay ?	4
In what U.S. state was the first woman governor elected ?	4
What kind of education would you need to become an athletic trainer for the NFL ?	1
What non-conformist abstract painter was dubbed Jack The Dripper by Time ?	3
How can your school march in the Macy 's Thanksgiving Parade ?	0
What sport do the Cleaveland Cavaliers play ?	1
How long did it take Stanley to find Livingstone ?	5
What organization was founded by the Rev. Jerry Falwell ?	3
What 1963 Joseph L. Mankiewicz film cost $28 million ?	1
What is the greatest hiking Web site ?	4
What are the cookies in Internet ?	0
How many CDs has Garth Brooks sold ?	5
What German city do Italians call The Monaco of Bavaria ?	4
Why are there 12 people on a jury in criminal cases ?	0
What writer is famous for physically putting himself into the center of his subject matter ?	3
How is energy created ?	0
What can be done about snoring ?	0
How can I search for a word within my own webpage ?	0
What is a hyperlink ?	0
Why are there letters on the telephone ? Why are there no Q or Z ?	0
The Jewish alphabet is known as what ?	1
How long was Mao 's 1930s Long March ?	5
Name a film in which Jude Law acted .	1
When did President Kennedy , Lee Harvey Oswald , and Jack Ruby all die ?	5
What animal was the heat-seeking missile called the Sidewinder named for ?	1
What is e-coli ?	0
Where can I find a review of Nightmare on Elm Street in a film journal ?	4
How old is Benny Carter ?	5
How come a doughnut has a hole in it ?	0
What is a geoscientist ?	0
How did serfdom develop in and then leave Russia ?	0
What was Nine Tailors , the television show from 1974 , about ?	0
What are tonsils for ?	0
How much does a new railroad coal car cost ?	5
Shea and Gould had an office in Los Angeles for how long before closing it ?	5
What should you do for an ankle sprain ?	0
Why does the moon turn orange ?	0
Who won the 1967 Academy Award for Best Actor ?	3
What state did the Battle of Bighorn take place in ?	4
What ocean does Mauritania border ?	4
Where does Barney Rubble go to work after he drops Fred off in the `` Flintstones '' cartoon series ?	4
What daughter of Henry VIII and Anne Boleyn became queen of England ?	3
What 's the only East european country not tied to the ruble ?	4
What drink is made up of rum , coconut milk and pineapple ?	1
What ever happened to the once popular Yale Lock Company ?	0
Who was the first man to fly across the Pacific Ocean ?	3
What is a fear of worms ?	1
Where is the Mayo Clinic ?	4
Name the largest country in South America .	4
What was the occupation of Mandy Rice-Davies ?	3
What is the biggest `` thing '' humans have made ?	1
What do you call a book of quotes ?	1
Mercury , what year was it discovered ?	5
What was the first Lifesaver flavor ?	1
What is titanium ?	0
Who gave Abbie Hoffman his first dose of LSD ?	3
What is the abbreviation of General Motors ?	2
What is the street address of the White House ?	4
What are boxcars ?	0
How many oceans are there and name them ?	5
Who was the first actress to appear on a postage stamp ?	3
What are the developmental stages of a swimmer ?	1
What is the difference between classical conditioning and operant conditioning ?	0
How do you use an intranet ?	0
Name a ballet company Mikhail Baryshnikov has danced for ?	3
What was Mel Gibson 's first movie ?	1
Name a female figure skater .	3
What exactly is the purpose of the anteater ?	0
What time of day did Emperor Hirohito die ?	5
What is the best distance education university or college ?	3
What store claims to be the world 's largest department store ?	3
What is a group of frogs called ?	1
How fast is alcohol absorbed ?	5
What are the top ten all-time money making NFL teams ?	3
When was the first stained glass window made ?	5
What is the habitat of the chickadee ?	4
How long does it take the typical American to eat 23 quarts of ice cream ?	5
How many miles is it from Frankfurt , Germany to Salzburg , Austria ?	5
What planet gave bith to Superman ?	4
What are pomegranates ?	0
Who was the second man to walk on the moon ?	3
What is hypertext ?	0
What is the largest lake in North America ?	4
What does R.E.M. stand for , as in the rock group R.E.M. ?	2
What European country boasts the city of Furth , found where the rivers Rednitz and Pegnitz converge ?	4
How many points is a bullseye worth in darts ?	5
How can people from Ireland come to the U.S. , work , and then return to Ireland ?	0
How do clouds form ?	0
How far is the service line from the net in tennis ?	5
Who accompanied Space Ghost on his missions ?	3
Who played the Ringo Kid in the 1939 film Stagecoach ?	3
How many people watch network television ?	5
Which U.S.A. president appeared on `` Laugh-In '' ?	3
What film canine is buried in Pere-Lachaise cemetery in Paris ?	1
Who did Doris Day mean when she said : `` I call him Ernie because he 's certainly no Rock '' ?	3
How many electoral votes does it take to win presidency ?	5
What TV station did Mary Richards work for ?	1
Which sex is denied voting rights in Kuwait ?	1
What was the nationality of Jackson Pollock ?	4
How many people have been Captain America ?	5
What food can I use to catch a possum ?	1
Where are the busiest ports in the world ?	4
What are the main blood vessels ?	1
What does appropriates money mean ?	0
Name the poet of the poem which begins : I do not know much about gods ; but I think that the river Is a strong brown god-sullen , and untamed ?	3
How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it ?	5
What longtime game show host dropped dead while jogging in Central Park in 1984 ?	3
Where is the Taj Mahal ?	4
What is the population of Arcadia , Florida ?	5
What is the name of William Penn 's ship ?	1
What is the one thing you need before you can purchase life insurance ?	1
Who is the richest woman in the world ?	3
What seven digits follow the area code in the number for long distance information ?	5
Where can I find a lesson plan for teaching the metric system conversion to American standard ?	4
Name the vessel used by the Atari Force in the DC comics .	1
What actress has received the most Oscar nominations ?	3
What 's a perfect score in a gymnastics exercise ?	5
Why is black the color of mourning in the West ?	0
What is the wingspan of a condor ?	5
What new games are available for Nintendo 64 ?	1
When was the first kidney transplant ?	5
What is Megan 's law ?	0
Who discovered imaginary numbers ?	3
What cathedral was Thomas Becket murdered in ?	4
How old was Elvis Presley when he died ?	5
What is the Hub of London ?	0
What are the major companies that are part of Dow Jones ?	3
What well-known actor is the father of star Alan Alda ?	3
What does the word terrorism mean ?	0
Where was George Washington born ?	4
Who is the author of the book , `` The Iron Lady : A Biography of Margaret Thatcher '' ?	3
What was John F. Kennedy 's 1960 campaign song ?	1
What is the average hourly rate of American workers ?	5
What is `` the only cigarette made with no leftovers '' ?	0
When is the official first day of summer ?	5
How long does it take for your body to restore blood after you donate your blood ?	5
What Jewish holiday saw the start of the 1973 Mideast War ?	1
When was the first Wal-Mart store opened ?	5
What is La Nina ?	0
Why do pharmacists work on raised floors ?	0
What President lived at 219 North Delaware Street , Independence , Missouri ?	3
What British female pop singing star of the 1960s and early 1970s was a child actress in the 1940s and '50s ?	3
What country has the most time zones , with 11 ?	4
Name one of the Seven Wonders of the Ancient World .	1
Which of the following actors worked in New York 's Yiddish Theater ?	3
What infectious disease is the world 's deadliest ?	1
When was General Manuel Noriega ousted as the leader of Panama and turned over to U.S. authorities ?	5
What time of year is air travel the heaviest ?	5
Who 's the twin brother of the Greek goddess Artemis ?	3
Who sang the song `` Hooked on a Feeling '' in the dancing baby episode of `` Ally Mcbeal '' ?	3
What Sinatra hit did he dooby dooby do in ?	1
Why do eyes sometimes look red in photographs ?	0
What person 's head is on a dime ?	3
When reading classified ads , what does EENTY : other stand for ?	2
What is the fare cost for the round trip between New York and London on Concorde ?	5
What planet has the strongest magnetic field of all the planets ?	4
What sign is the best love match for a horoscope sign ?	1
What is `` Nine Inch Nails '' ?	0
What type of hunting are retrievers used for ?	1
Why does sound travel quicker through water than air ?	0
How far away is the moon ?	5
What is sodium chloride ?	0
Why doesn 't www.answers.com have any answers to my questions ?	0
Who tramped through Florida looking for the Fountain of Youth ?	3
What is the recipe for Eggs Benedict ?	1
When did Idaho become a state ?	5
How much will the California be in the year 2000 ?	5
What do economists do ?	0
Which type of submarine was bought recently by South Korea ?	1
Where are 8 of the 10 highest mountains in the world ?	4
What effect does LSD have on the brain ?	0
When did Nixon visit China ?	5
What molecules include fluorine , sodium and magnesium ?	1
Stuart Hamblen is considered to be the first singing cowboy of which medium ?	1
Name the disposable razor that `` costs about 19 cents . ''	1
What Democratic prankster waved the train out of the station while Richard Nixon spoke from the caboose ?	3
What North American city sprouts the most parking meters ?	4
What future President became Senate majority whip under Harry Truman ?	3
What was the education system in the 1960 's ?	1
What were Christopher Columbus ' three ships ?	1
What do flatfish eat ?	1
Why was the L.A. office of Shea and Gould closed ?	0
Where is Guam ?	4
Silly putty was invented by whom ?	3
What is a fear of clouds ?	1
What U.S. state boasts Stone Mountain , the world 's largest mass of exposed granite ?	4
What was lost and regained by poet John Milton ?	1
Where did Bill Gates go to college ?	4
What Texas city got its name from the Spanish for `` yellow '' ?	4
What are the major differences in the Catholic and Methodist religions ?	0
How does a small businessman contact the Good Humor Ice Cream company to do business with them ?	0
What California bay 's largest island is Angel Island ?	4
What is Goldfinger 's first name ?	3
What movie tour of the Roman empire features the admonition : `` Row well and live '' ?	1
What international sport was originally called hurley ?	1
What mountains lie between the Arkansas and Missouri rivers ?	4
What colors need to be mixed to get the color pink ?	1
What is the predominant color of the Tab label ?	1
What is the only animal that can turn its stomach inside out ?	1
What does Las Vegas mean ?	0
What classical Spanish writer warned : `` All that glitters is not gold '' ?	3
Where does tuberculosis come from ?	4
Who wrote the hymn `` Amazing Grace '' ?	3
When is the Sun closest to the Earth ?	5
What island has a park called The Battery at is southern tip ?	4
What country buys 25 percent of the world 's tea exports ?	4
What direction do most baseball pitchers pitch toward ?	4
Where can I get cotton textiles importer details ?	4
CNN is an acronym for what ?	2
Who is the head of the World Bank ?	3
What is the function of RAM ?	0
What is the number of American soldiers deployed to South Korea ?	5
What island group is Guadalcanal a part of ?	4
Why was Curious George curious ?	0
What U.S. city is known as The Rubber Capital of the World ?	4
What U.S. state are the Finger Lakes in ?	4
Which college did Dikembe Mutombo play basketball for ?	3
Who said `` Give me liberty or give me death '' ?	3
Name the person who burst through the screen in the Lite beer commercials .	3
What would happen to Canada if Quebec separated ?	0
What will a compass do in outer space ?	0
How did the tradition of best man start ?	0
What is the trademark of a Washington Redskin 's fan ?	1
What is Martin Luther King Jr. 's real birthday ?	5
Who is the Pope ?	3
What country was first to use the airplane as a weapon of war , against the Turks in Libya ?	4
What is the definition of spamming ?	0
When does the average teenager first have intercourse ?	5
How many names are there for Eskimo people ?	5
What is endometriosis ?	0
Who said `` What contemptible scoundrel stole the cork from my lunch ? ''	3
What were the causes of the Civil War ?	0
Why do pressure cookers save time in the kitchen ?	0
What California desert is dubbed High Desert ?	4
What is caffeine ?	0
Jude Law acted in which film ?	1
How long do you have to pay back debt after claiming chapter 11 bankruptcy ?	5
What was the nickname of Frederick I , Holy Roman Emperor and King of Germany ?	3
What is the greatest source of `` white '' magic in the Marvel Universe ?	1
What are the Nordic nations ?	4
What is the name given to the Tiger at Louisiana State University ?	1
In what year did the Bounty mutiny happen ?	5
What country is famous for Persian rugs ?	4
What color is a poison arrow frog ?	1
Where can I find information about Bob Barr , representative from Georgia ?	4
What credit card features a centurion on its face ?	1
How many dots make up the symbol for `` because '' ?	5
Why does a woman have to be a virgin to be a nun ?	0
What is the name of a language spoken by the Sioux ?	1
What company was the original sponsor of TV 's Superman ?	3
What measures did Clinton take to avoid the draft ?	1
How effective are condoms in protecting against AIDS ?	0
What was the average life expectancy during the Stone Age ?	5
What United States President had dreamed that he was assassinated ?	3
What is the tallest building in Japan ?	4
How many airline schools are there in the U.S. ?	5
Why was Henry Ford 's first automobile calleda Model T & his second type of automobile , introduced in 1928 , called a Model A ?	0
How do you measure earthquakes ?	0
What are the different approaches of systems analysis ?	1
Who led the Normans to victory in the Battle of Hastings ?	3
What is the history of skateboarding ?	0
What did Thomas Paine write ?	1
What is the name of the planet that the Ewoks live on ?	4
What date was Dwight D. Eisenhower born ?	5
How many pounds are there in a stone ?	5
How does rabies spread ?	0
What TV talk-show host lends his name to a line of men 's clothing ?	3
What is the world 's highest peak ?	4
Which high schools are included in the South Florida Ice Hockey league ?	3
What are the unemployment statistics for the years 1965 and 1990 ?	5
What are the top 5 tallest buildings in the world ?	4
How do birds have sex ?	0
How many Leos have been Pope ?	5
Who was the 3rd president of the United States ?	3
What is so powerful about Power Bars ?	0
What is the largest city in Connecticut ?	4
What is the US Federal Government website for Standard Industrial Classification codes , SIC , ?	4
How many points make up a perfect fivepin bowling score ?	5
What 's the second-most-used vowel in English ?	1
What is the difference between New York-style and Chicago-style pizza ?	0
What was the first domesticated bird ?	1
Who is the prime minister of Australia ?	3
What disease does Katharine Hepburn have that makes her voice shake ?	1
Who was the lawyer for Randy Steven Craft ?	3
What are the words to the song sung by `` Banana in Pajamas '' ?	0
What Morris West novel deals with Russian bishop who becomes Pope ?	1
Name the blind sculptress in love with the Fantastic Four 's Thing .	3
What Rocky Mountain ridge separates North America 's eastward and westward-flowing rivers ?	4
What are the stars made of ?	1
How many people does Honda employ in the U.S. ?	5
In 1990 , what day of the week did Christmas fall on ?	5
What new middle school was built in Philadelphia , Pennsylvania last year ?	3
What is the richest state in the U.S. ?	4
How many small businesses are there in the U.S .	5
What is the history of the hairdryer ?	0
What is propylene glycol ?	0
What is a green bog ?	0
What bay sparkles next to Miami , Florida ?	4
What is the abbreviation of the company name ` General Motors ' ?	2
What day and month did John Lennon die ?	5
How many square feet is Bill Gates ' home ?	5
What is Zionism ?	0
Which of the following men was not married to Rita Hayworth ?	3
What is the chemical symbol for nitrogen ?	1
What is the origin of U.S. Army sergeant 's stripes ?	0
What Lewis Carroll book introduced Humpty Dumpty to the world ?	1
Who was the second person ever to wear Iron Man 's armor ?	3
Where does the U.S. rank among world countries in area ?	5
What anesthetic did Queen Victoria allow to be used for the birth of her seventh child , in 1853 ?	1
What is the telephone number for the University of Kentucky ?	5
What is the frequency of VHF ?	5
How many varieties of twins are there ?	5
How long ago did the Anglican church part from the Vatican ?	5
What erupts every hour at Yellowstone National Park ?	4
What book did Aaron Hass write ?	1
Why was Muhammad Ali stripped of his title and barred from boxing in 1967 ?	0
Where is Dartmouth College ?	4
How did ` stat ' come to be used as an expression for quickly ?	0
What is California 's capital ?	4
For how long is an elephant pregnant ?	5
What doctor is synonymous with footwear and foot care ?	3
What 's the meaning of the name Tatiana ?	0
What is a Canada two-penny black ?	0
What is the horsepower of the shuttle boosters ?	5
Who is the creator of `` The Muppets '' ?	3
What famous New York City mayor wrote the hit song , `` Will You Love Me in December as You Do in May ? ''	3
What is the definition of ` graphic details ' ?	0
Which way do you turn your Bic to increase the flame - clockwise or counterclockwise ?	4
What U.S. state has the second-longest coastline ?	4
What is the Milky Way ?	0
How big is the Electoral College ?	5
Where did guinea pigs originate ?	4
What chemicals are used in lethal injection ?	1
What race is 1 , 137 miles long ?	1
Who died 1 feet from where John F. Kennedy did ?	3
What famed river flows through Bagdad ?	4
What does LOL mean ?	2
What is the Homelite Inc. home page ?	4
What does SIDS stand for ?	2
What is a philanthropist ?	0
What is the oldest university in the US ?	3
What type of exercise burns the most calories ?	1
What actor came to dinner in Guess Who 's Coming to Dinner ?	3
What state is known as the Hawkeye State ?	4
What manufacturers are there in Texas ?	3
Who sang about Desmond and Molly Jones ?	3
What was the name of the movie that starred Sharon Stone and Arnold Schwarzenegger ?	1
What is the name of the country which Hitler ruled ?	4
What are three ways in which wind is created on the earth ?	1
What South American country won its first World Cup soccer title in 1978 ?	4
What is the best selling computer model ever ?	1
Who won the Superbowl in ?	3
What is the only gland in humans that can regenerate itself ?	1
With whom did Bush compare Saddam Hussein ?	3
What drink is formed of tequila , orange juice and galliano ?	1
Who created `` The Muppets '' ?	3
Where did the name root beer come from ?	0
What was Mao , the Chinese leader 's , full name ?	3
What is the population of Nigeria ?	5
What is the most common name ?	3
Who wrote the song , `` Stardust '' ?	3
What sport does Chris Jogis play ?	1
What year did Mussolini seize power in Italy ?	5
Where is the Grand Canyon ?	4
What are the current immigration laws in US ?	0
What comedian hit the TV screen in 1951 with the NBC afternoon show Time for Ernie ?	3
What is the celtic symbol for `` life '' ?	1
What kind of creature is a coot ?	1
What is nepotism ?	0
What is `` bloodhound '' ?	0
What do manatees eat ?	1
What is the Socratic method ?	0
What is the primary language of the Philippines ?	1
How can SQL queries be improved ?	0
How do I get a complete list of all the people that are living with the last name Kilvington ?	0
What 1895 H.G. Wells novel was written under the title The Chronic Argonauts ?	1
Names of books by James A. Michener set in the following locations ?	1
What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?	1
What U.S. state has the lowest highest elevation at 6 feet ?	4
How old was Sir Edmund Hillary when he climbed Mt. Everest ?	5
What is the full name of the man who invented the multicolored game cube that has 42.3 quintillion potential combinations ?	3
Where did Freidreich Wilhelm Ludwig Leichhardt , Prussian born explorer , go to school ?	4
What are the odds of giving birth to twins ?	5
What city boasts the Billingsgate fishmarket ?	4
What composer was awarded the Medal of Honor by Franklin D. Roosevelt ?	3
What is quicksilver ?	0
What was the tragedy that struck the city of Dogtown in 1899 ?	1
On average , how long time does it take to type a screenplay ?	5
What are some science fair projects for 8th graders ?	1
What does the name Melissa mean ?	0
What are dinosaur droppings called ?	1
What meat complemented sweet potatoes and peas in the first TV dinner ?	1
What is the name of the city that Maurizio Pellegrin lives in ?	4
When was the Berlin Wall erected ?	5
What is Nicholas Cage 's occupation ?	3
Who leads the star ship Enterprise in Star Trek ?	3
What does a chef coddle eggs in ?	1
What river runs through Colorado , Kansas , and Oklahoma ?	4
How many `` eyes '' does a coconut have ?	5
What does Freddy Freeman say to become Captain Marvel Jr. ?	0
What brand of jeans did Calvin Klein admit in a 1984 interview he felt more comfortable wearing ?	1
Who bestowed great power upon Captain Britain ?	3
Where did the world come from ?	4
When did the supercontinent Pangaea break up ?	5
When was the first railroad from the east coast to the west coast completed ?	5
What is color ?	0
What was the name of the Confederate mounted guerrilla group with which Jesse James and Coleman Younger had ridden ?	3
What Japanese electronics company was named for a coastal city northeast of Tokyo ?	3
How many times more than 3	5
What is `` cat scratch fever '' ?	0
What are the names of the tourist attractions in Reims ?	4
What was the killer whale who died at Sea World of a fungal infection named ?	1
What are `` inkhorn terms '' ?	0
What was the name of the American ship sunk by a mine in Havana harbor , causing the Spanish-American war ?	1
Who 's the only U.S. president to have won a Pulitzer Prize ?	3
How was Teddy Roosevelt related to FDR ?	0
What does the Ouarterly Review of Doublespeak call an `` inoperative statement '' ?	1
How much did a knight 's armor weigh ?	5
How can I get a comic character I made copyrighted and published ?	0
Which large U.S. city had the highest murder rate for 1988 ?	4
What author of the Days of Our Lives Cookbook signed on in 198 as Liz Chandler in TV 's Days of Our Lives ?	3
How can I find a phone number of someone if I only know their email address ?	0
What line of luggage is named after a famous American flier ?	1
What does the `` c '' stand for in the equation E=mc2 ?	2
What late-night TV show features Larry , Bud , Melman and Toast on a Stick ?	1
Where did the marriage ceremony come from ?	0
What are the unemployment statistics for the years 1965 and 1990 ?	5
What is the speed of the Mississippi River ?	5
What islands got their name from the Spanish baja mar , meaning shallow water ?	4
What film marked Robert Redford 's directorial debut ?	1
What are the limits to `` self-defense ? ''	0
Who is Luke Skywalker 's father ?	3
What stadium do the Miami Dolphins play their home games in ?	4
Who was Garrett Morgan married to ?	3
Who was the lyricist and who was the composer between Gilbert and Sullivan ?	3
How does a hurricane form ?	0
In 139 the papal court was forced to move from Rome to where ?	4
How many colored squares are there on a Rubik 's Cube ?	5
Who was President of Costa Rica in 1994 ?	3
How does the car in `` Christine '' become possessed ?	0
What did John Hinckley do to impress Jodie Foster ?	0
How many people own pets ?	5
How many miles are there between Tel Aviv , Israel and Memphis , Tennessee ?	5
How fast is a 45Mhz processor ?	5
What should the oven be set at for baking Peachy Oat Muffins ?	1
Where can an individual get a contact lens tested that burned the entire surface of eye when new ?	4
How can I give myself a French manicure ?	0
When was the De Beers company founded ?	5
How large is Missouri 's population ?	5
What Nevil Shute novel is about the doomed survivors of a nuclear war ?	1
What is a fear of machinery ?	1
What are spider veins ?	0
What 's a water funnel ?	0
What two European countries entered the War of American Independence against the British ?	4
How many types of lemurs are there ?	5
What is viscosity ?	0
How many different vegetation zones are there ?	5
Who is Count Cinzano ?	3
What board game does a `` wood-pusher '' play poorly ?	1
How can you define time ?	0
What is DSL ?	2
What makes thunder ?	0
How deep is a fathom ?	5
What soft drink is most heavily caffeinated ?	1
When was Nostradamus born ?	5
Where is the Orinoco River ?	4
What is the most number of goals scored by a single team in an NHL hockey game ?	5
Who wrote `` The Scarlet Letter '' ?	3
Which is the best opening move in chess ?	1
What was the `` Dead Man 's Hand '' ?	0
How many of them are in sub-Saharan Africa ?	5
