document	label
Who played the title role in My Favorite Martian ?	3
What is proposition 98 about ?	0
What product did Robert Conrad dare people to knock off his shoulder ?	1
What is the best distance education university or college ?	3
How many wives did Brigham Young have ?	5
What is Zionism ?	0
Who established a Viking colony in Greenland about 985 ?	3
How can I give myself a French manicure ?	0
What is the price for AAA 's liability auto insurance ?	5
What 's the highest hand in straight poker ?	1
How fast does the fastest car go ?	5
The Shea & Gould law firm had an office in L.A. for how many years ?	5
How many spaces follow a period at the end of a sentence ?	5
Name the U.S. Senate majority leader and the Speaker of the House .	3
How many rings are there on a five-zone archery target ?	5
Where is McCarren Airport located ?	4
What is a fear of strong light ?	1
What soft drink tells us to `` Go Hawaiian '' ?	1
What was John Steinbeck 's travelling companion Charley ?	1
What are the spots on dominoes called ?	1
What 's the first day of the week ?	5
Why was the L.A. office of Shea and Gould closed ?	0
What does a philatelist collect ?	1
How many stars are there in Big Dipper ?	5
Who is the youngest of the Beatles ?	3
What is the fastest growing state in the U.S.A. in 1998 ?	4
What is the normal resting heart rate of a healthy adult ?	5
How old was Elvis Presley when he died ?	5
What hymn did John Steinbeck get his title The Grapes of Wrath from ?	1
In what country is a stuck-out tongue a friendly greeting ?	4
How is the element strontium purified ?	0
Name a food high in zinc .	1
What was the name given the 6 , 500 German airforce troops that used the Spanish Civil War as a training exercise ?	3
What is Dudley Do-Right 's horse 's name ?	1
What 's the most popular four-player game of all time ?	1
What is an aurora ?	0
What color of dry wine should be served with veal roasts and chops ?	1
What is the highest dam in the U.S. ?	4
Who were the 1974 Oscar winners ?	3
What 's the distinction of U.S. Supreme Court Justice Thurgood Marshall ?	0
What was the date of Iraq 's invasion of Kuwait ?	5
What 's the world 's largest cathedral ?	4
What determines the value of the pearl ?	1
How does the tail affect the flight of a kite ?	0
How old was Lucille Ball when the show `` I Love Lucy '' premiered ?	5
What trade did the 15th and 16th century Portuguese hope to control between Asia and Europe ?	1
How old do you have to be in order to rent a car in Italy ?	5
How did Super President gain his powers on the animated series ?	0
How do you box train a cat ?	0
How did ` stat ' come to be used as an expression for quickly ?	0
What mountainous region of the world is the Lhasa Apso dog native to ?	4
What organic fuel do bog-dwellers use a `` slane '' to cut ?	1
What mythical figure carries an hourglass and a scythe ?	3
What did Abolitionists try to end ?	1
How can scientists predict weather by observing clouds ?	0
In what city does Maurizio Pellegrin now live ?	4
What country contains the westernmost point in South America ?	4
Hazmat stands for what ?	0
How many Community Chest cards are there in Monopoly ?	5
What was the name of the cook on Rawhide ?	3
Who is the governor of Alaska ?	3
Why are the U.S. presidential elections held in November ?	0
Which language has the most words ?	1
What was known as the Spice Island ?	4
How many member states are in the UN ?	5
What attorney-general ordered the closing of Alcatraz ?	3
What U.S. state is Mammoth Cave National Park in ?	4
How many questions are on this thing ?	5
What American composer wrote the music for `` West Side Story '' ?	3
What 's a male `` cuckquean '' ?	0
What are the ten safest American cities for pedestrians ?	4
Where can I find detailed information about Manchukuo ?	4
Who is Prince Naseem Hamed ?	3
Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?	4
In what U.S. state was the first woman governor elected ?	4
What was the name of Hitler 's unsuccessful attempt to overthrow the Bavarian government in Munich in 1923 ?	1
How fast is the speed of light ?	5
How many bails are there in a cricket wicket ?	5
What 's the largest letter in Salvador Dali 's signature ?	1
What animal 's tail is called a brush ?	1
How do I find a snowboarding website ?	0
What instrument does Benny Carter play ?	1
What is the origin of the word assassinate ?	0
What painter popularized soup cans and Brillo soap pad boxes ?	3
What is leukemia ?	0
What 2 statues did France give to other countries ?	1
What color bottles do good Rhine wines come in ?	1
What is yohimbine ?	0
What is the state nickname of Mississippi ?	4
Who portrayed Etta Place , companion to Butch Cassidey and the Sundance Kid ?	3
What ill-fated American general dragged a bull terrier named Willie through World War II ?	3
What is the high pitched sound that you hear in your ear every now and then , but then it goes away , after a while ?	1
What is the temperature for baking Peachy Oat Muffins ?	5
What 's the maximum number of clubs a golfer may use in a round ?	5
What is the longest suspension bridge in the U.S. ?	4
How do you dunk ?	0
What year did Canada join the United Nations ?	5
What does palindromic mean ?	0
What does the name Melissa mean ?	0
What 's the most powerful card in Euchre ?	1
What does the name Kelly mean ?	0
Who is Count Cinzano ?	3
What movie told of Anna Anderson 's claim to be a Russian czar 's daughter ?	1
Who gave King Arthur the round table ?	3
Who is the richest person in the world ?	3
What 's the only East european country not tied to the ruble ?	4
What sun-blasted , 14-mile wide valley is just north of the Mojave desert ?	4
Name four famous cartoon cats .	1
In 139 the papal court was forced to move from Rome to where ?	4
What Japanese electronics company was named for a coastal city northeast of Tokyo ?	3
What type of exercise burns the most calories ?	1
What is hebephrenia ?	0
What Japanese manufacturer is known for both its pianos and its motorcycles ?	3
How old was Joan of Arc when she died ?	5
What color are a cherry tree 's flowers ?	1
What African country is governed from Ouagadougou ?	4
Where do people mountain climb in Nepal ?	4
Who was the tallest U.S. president ?	3
What does NN O `` mean when used as a prefix in Irish surnames ?	2
What U.S. President had brothers-in-law in the Confederate army ?	3
What is the rainiest place on Earth ?	4
How many Marx Brothers were there ?	5
Who founded the People 's Temple Commune ?	3
What do you call a date that contains sequencing numbers , like 9-8-98 ?	1
What were the first frozen foods ?	1
Whose acceptance speech of more than 3 minutes prompted a time limit on Academy Award thank-yous ?	3
What is a fear of drinking ?	1
What are the world 's four oceans ?	4
What is the abbreviation of General Motors ?	2
How long does a dog sleep ?	5
What is bipolar disorder ?	0
What harmful chemicals are in bug spray ?	1
What is the second highest mountain peak in the world ?	4
How many people did the United Nations commit to help restore order and distribute humanitarian relief in Somalia in September 1992 ?	5
How many liters in a gallon ?	5
How many pairs of legs does a lobster have ?	5
What nationality was Jackson Pollock ?	4
Shea and Gould had an office in Los Angeles for how long before closing it ?	5
What is a virtual IP address ?	0
Which company that manufactures video-game hardware sells the `` super system '' ?	3
Why do movie and TV stars get paid so much ?	0
How many people are taller than 7 feet ?	5
Which is the largest clock , diameter wise , in Europe ?	1
How many people died in the Vietnam war ?	5
Who advised listeners to `` see the U.S.A. in your Chevrolet '' ?	3
Who invented batteries ?	3
Where does tuberculosis come from ?	4
What stringed weapon fires a bolt ?	1
Which German president was pressured into appointing Hitler chancellor in 1933 ?	3
What hockey team did Wayne Gretzky play for ?	3
What card game has variations called Canfield , Klondike and Spider ?	1
What is the price for tuberculosis drugs ?	5
What Mary Tyler Moore Show regular came into the world as Tadeus Wladyslaw Konopka ?	1
How much pizza do Americans eat in a day ?	5
Which glamorous actress is a close friend of Dick Tracy ?	3
What inescapable purveyor of background music celebrated its 5th anniversary in July , 1984 ?	3
Name the child left on a doorstep at the beginning of Gasoline Alley .	3
Where do quality drinks begin ?	4
What are the chemicals used in glowsticks ?	1
What European capital celebrated its 2 , 000th anniversary in 1951 ?	4
When was the first steel mill in the United States built ?	5
How many cities are there in Utah ?	5
What is the `` coppertop '' battery ?	0
What baseball team owner and sailor is known as The Mouth of the South ?	3
What is the former name of Zimbabwe ?	1
What is the root of all evil ?	0
How do vending machines tell if your dollar is a 1 or a 5 ?	0
Where is Los Vegas ?	4
Which is the best opening move in chess ?	1
What is the sales tax in Minnesota ?	1
How you can raise your IQ ?	0
What Pulitzer Prize-winning novelist ran for mayor of New York City ?	3
What TV comedian worked with White Fang , Black Tooth and Pookie the Lion ?	3
What 's Mrs. Bridges 's job on TV 's Upstairs , Downstairs ?	3
What are `` darning needles '' and `` horse stingers '' better known as ?	1
Who was the oldest U.S. president ?	3
What card company sells Christmas ornaments ?	3
What is the cultural origin of the ceremony of potlatch ?	0
What is the origin of a.m. and p.m. ?	0
In what deodorant commercial did tenants have adjoining medicine cabinets ?	1
Where does Mother Angelica live ?	4
What is the name of the medical condition in which a baby is born without a brain ?	1
How do you recognize anorexia ?	0
What bestselling modern poet was the co-founder of the famous City Lights Bookshop in San Francisco ?	3
How many yards are in 1 mile ?	5
What do you call a section of your finger from one joint to another ?	1
What is a person called that likes fire ?	3
What is the criterion for being legally blind ?	1
What is Franz Kafka 's short story `` A Country Doctor '' trying to tell us ?	0
When was the women 's suffrage amendment ratified ?	5
When does the average teenager first have intercourse ?	5
What is her husband 's name ?	3
What organization has a Security Council ?	3
What 's a perfect score in a gymnastics exercise ?	5
What is the largest snake in the world ?	1
What is nepotism ?	0
How many dogs pull a sled in the Iditarod ?	5
What country was first to use the airplane as a weapon of war , against the Turks in Libya ?	4
What is Britain 's possession on the Chinese mainland ?	4
What is the source of natural gas ?	1
What college produced the most winning Super Bowl quarterbacks ?	3
What erupts every hour at Yellowstone National Park ?	4
Where is the Mason/Dixon line ?	4
What is ozone depletion ?	0
Where was the Cisalpine Republic , 1797-185 , ?	4
What countries have the largest areas of forest ?	4
What was the worst hurricane ?	1
How do I increase my biceps ' size ?	0
What are the developmental stages of a swimmer ?	1
In Poland , where do most people live ?	4
How many characters makes up a word for typing test purposes ?	5
What is the average cost for four years of medical school ?	5
What was Jimmy Durante 's theme song ?	1
What is the most common kind of skin cancer in the U.S. ?	1
What is the definition of ` graphic details ' ?	0
What did the only repealed amendment to the U.S. Constitution deal with ?	0
What is home banking ?	0
What kind of tree graces Lebanon 's flag ?	1
What country saw the origin of the Asian Flu ?	4
What player squats an average of 3 times during a baseball doubleheader ?	3
What river flows through Vienna , Budapest and Belgrade ?	4
What is a serigraph ?	0
What happened to Pompeii ?	0
What two colors are you blind to if you suffer from protanopia ?	1
What is the earth 's diameter ?	5
How do I tie dye clothes ?	0
Name the ship Beany and Cecil sailed .	1
What is a meerkat ?	0
When did Mount St. Helens last erupt ?	5
What is the name of the American swimmer who won seven gold medals in the 1972 Olympics ?	3
What country is bounded in part by the Indian Ocean and Coral and Tasman seas ?	4
What letter adorns the flag of Rwanda ?	1
Who does the voices of the Simpsons ?	3
How does a hydroelectric dam work ?	0
How does psorisis disappear ?	0
What does the dot on the letter i mean ?	0
What computer operating system is on the most computers ?	1
What motto ended Merrie Melodies cartoons ?	0
What was the effect of the Yalta Conference ?	0
How many miles of corridors are in The Pentagon ?	5
When was the first stamp issued ?	5
Who was Picasso ?	3
Which infectious disease kills the most people worldwide ?	1
What famous comedian recently tried without success to revive the play ?	3
Who is Johnny Carson ?	3
What phenomenon would you expect to read about in the monthly publication The Bigfoot News ?	1
What card game can feature dealer 's choice ?	1
What spider makes a superb pet , even said to recognize its master ?	1
What month 's third weekend is the Monterey Jazz Festival held on ?	5
What do the 12 days of Christmas mean ?	0
What city boasts Penn 's Landing , on the banks of the Delaware river ?	4
What are some colorful flowers that will bloom in the fall in New England ?	1
Who discovered America ?	3
What garment was named for Bradley , Voorhees and Day ?	1
What is the proof that houseplants metabolize carcinogens ?	0
What causes headaches ?	0
What U.S. university boasts the largest library ?	3
Who loved Flash Gordon besides Dale ?	3
Who was President of Costa Rica in 1994 ?	3
What was Darth Vader 's son named ?	3
What is the origin of thank you notes ?	0
What is a fear of odors , body , ?	1
Which two states enclose Chesapeake Bay ?	4
How many athletes did Puerto Rico enter in the 1984 Winter Olympics ?	5
How big is a quart ?	5
What is a caul ?	0
In what county is Eckley Colorado ?	4
Who portrayed Renaud in Casablanca ?	3
How many miles is it from London , England to Plymouth , England ?	5
What is Li 'l Abner 's last name ?	3
Who was the architect of Central Park ?	3
How much money does each player get at the beginning of the game in Monopoly ?	5
What longtime game show host dropped dead while jogging in Central Park in 1984 ?	3
What is strep throat ?	0
What is the street address of the White House ?	4
What blew up at Lakehurst , New Jersey , on May 6 , 1977 ?	1
What does Visine get out ?	1
Who is Robin Williams ?	3
What does seccession mean ?	0
What is Jane Goodall famous for ?	0
What is a common anti-AIDS drug ?	1
What is the snowiest city in the U.S. ?	4
Who was Darth Vader 's son ?	3
What Mexican leader was shot dead in 1923 ?	3
What was the name of the sitcom that Alyssa Milano starred in with Tony Danza ?	1
What is probability theory ?	0
What Cruise Line does Kathie Lee Gifford advertise for ?	3
Who wrote The Red Badge of Courage ?	3
What six-foot temperance advocate wielded her hatchet on saloons ?	3
What is quicksilver ?	0
What is the per-capita income of Colombia , South America ?	5
Name a film in which Jude Law acted .	1
What films featured the character Popeye Doyle ?	1
What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?	5
Who played the father on `` Charles in Charge '' ?	3
What 's the world 's longest suspension bridge ?	4
What British prime minister and U.S. president were seventh cousins once-removed ?	3
What is a fear of machinery ?	1
What is digitalis ?	0
When is Dick Clark 's birthday ?	5
The corpus callosum is in what part of the body ?	1
What are geckos ?	0
Who wrote The Secret Life of Walter Mitty ?	3
Who won the first World Series ?	3
Who built the first successful stern wheel steamboat ?	3
What are the conjugations of wake and woke ?	1
What is angiotensin ?	0
When did Fraze get his first patent for the pull-tab can ?	5
What sports magazine has the largest circulation ?	1
Who tramped through Florida looking for the Fountain of Youth ?	3
What is the biggest `` thing '' humans have made ?	1
When reading classified ads , what does EENTY : other stand for ?	2
Name the Ranger who was always after Yogi Bear .	3
What ethnic group introduced the idea of potlatch ?	3
What country in 1998 had the most suicides regardless of population size ?	4
Where did the marriage ceremony come from ?	0
What is the name of a Greek god ?	3
What handicraft requires you to interlace your warp and weft ?	1
What percentage of the world 's plant and animal species can be found in the Amazon forests ?	5
What language is mostly spoken in Brazil ?	1
What is nanotechnology ?	0
How many meters are in a mile ?	5
What TV series featured Neal , a martini-drinking St. Bernard ?	1
What is the dot on an the letter i called ?	1
What country is the largest diamond producer ?	4
Who was Thucydides ?	3
What animal causes the biggest threat to humans ?	1
What is Australia Day ?	0
Who won Oscars for her roles in Gone with the Wind and A Streetcar Named Desire ?	3
What did Shostakovich write for Rostropovich ?	1
What is hydroelectricity ?	0
What do humans catch zoonose diseases from ?	1
What `` marvelous '' major-league baseball player is now a spokesman for a beer company ?	3
What is California 's capital ?	4
At what age did Rossini stop writing opera ?	5
How much was a ticket for the Titanic ?	5
What is a fear of lice ?	1
What oldtime kids ' fare did TV Guide writer Jeff Greenfield call `` one of the most...subversive TV shows in American history '' ?	1
What international sport was originally called hurley ?	1
Where did cable cars first roll down Clay Street in 1873 ?	4
Why did the Aztecs first think the Spanish were Gods ?	0
What southwestern state is dubbed The Silver State ?	4
When did the Jurassic Period end ?	5
How can you stop the itch from poison ivy ?	0
What city is sometimes called Gotham ?	4
How many revolutions does a standard LP make in three minutes ?	5
What U.S. state has the second-longest coastline ?	4
Where on the Web is Adventours Tours from Sydney , Australia ?	4
How many people died when the Estonia sank in 1994 ?	5
What does the Greek word polis mean , as in Minneapolis ?	0
What CBS soap opera was interrupted by the bulletin of John F. Kennedy 's assassination ?	1
What measures did Clinton take to avoid the draft ?	1
Why do eyes sometimes look red in photographs ?	0
Who sells Viagra ?	3
Who is the founder of Scientology ?	3
What is the name of the firm that makes Spumante ?	3
Who wrote the Bible ?	3
Who was Santos-Dumont ?	3
Who was Monet ?	3
Name the fast food chain with the golden arches .	3
What is the wingspan of a condor ?	5
What British female pop singing star of the 1960s and early 1970s was a child actress in the 1940s and '50s ?	3
What is the Immaculate Conception ?	0
What is another word for diet ?	1
Who is the famous movie star who also acted as sewer commissioner of Provo Canyon , Utah ?	3
When was child labor abolished ?	5
What currents affect the area of the Shetland Islands and Orkney Islands in the North Sea ?	0
What phone number can I call to have a tree planted ?	5
Who invented the stock ticker in 1870 ?	3
What year is etched on the Gold Medal of Excellence from the Paris Exposition depicted on a can of Campbell 's tomato soup ?	5
What is a fear of clouds ?	1
Who was the first African American to play for the Brooklyn Dodgers ?	3
When are sheep shorn ?	5
What does target heart rate mean ?	0
Who held the endurance record for women pilots in 1929 ?	3
What plants are found in an estuary ?	1
When was the Parthenon built ?	5
Where is Dartmouth College ?	4
What 's the population of Biloxi , Mississippi ?	5
What country boasts the most cars per mile of road ?	4
When was Beethoven born ?	5
What is e-coli ?	0
How many people in Tucson ?	5
How can I find out what year a Beanie Baby was introduced ?	0
What is a fear of cholera ?	1
How do you make the color purple ?	0
What are the two houses of the Legislative branch ?	1
How much is a Canadian 1967 twenty dollar gold coin worth ?	5
Who killed JFK ?	3
What country has the highest per capita consumption of cheese ?	4
How has TV affected our society ?	0
How many calories are in a tomato ?	5
What kind of science is cosmology ?	1
What is a glory hole ?	0
What was the favorite sport of Tom Wolfe 's The Pump House Gang ?	1
What are the top 5 tallest buildings in the world ?	4
Who killed John F. Kennedy ?	3
What is Ursa Major ?	0
What is the approximate weight of a teaspoon of matter in a black hole ?	5
Why is the word `` abbreviation '' so long ?	0
What is the second hardest substance ?	1
What happened during the Blackhawk Indian war of 1832 ?	0
What is Mardi Gras ?	0
What is the population of the largest Chilean city	5
What English word comes from the Old French covrefeu , meaning cover fire ?	1
When did Idaho become a state ?	5
What is the only vegetable that starts with `` z '' ?	1
What onetime member of Ronald Reagan 's cabinet called federal policy toward Indians `` an example of the failure of socialism '' ?	3
Which soft drink does Madonna advertise for ?	1
What presidential administration challenged Americans to explore The New Frontier ?	3
What eating utensils are used for handicapped kids ?	1
Who stopped making diary entries on May 31 , 1669 , because he thought he was going blind ?	3
What is the history of the hairdryer ?	0
What does a chairbound basophobic fear ?	1
What food of the three bears did Goldilocks eat ?	1
What are the wolverine habits ?	1
Who is the leader of India ?	3
What is the name of the leader of Ireland ?	3
Who was Israel 's first prime minister ?	3
What is the smallest bird in Britain ?	1
Where can I find the history of the Hungarian language ?	4
What is a Certified Nurse Midwife ?	0
How many logarithmic scales are there on a slide rule ?	5
What film canine is buried in Pere-Lachaise cemetery in Paris ?	1
Where is Romania located ?	4
What English queen had six fingers on one hand ?	3
How did Socrates die ?	0
What vehicles are raced in the Tour de France ?	1
What company tabulates the ballots in voting for the Academy Awards ?	3
What is ouzo ?	0
What daughter of Henry VIII and Anne Boleyn became queen of England ?	3
Where did the Maya people live ?	4
What kind of rocket launched the Surveyor spacecraft ?	1
What is nuclear proliferation ?	0
Independent silversmith 's account for what percentage of silver production ?	5
Why do they sterilize the needle for lethal injection ?	0
What causes tuberculosis ?	0
Name a ballet company Mikhail Baryshnikov has danced for ?	3
What ocean was Amelia Earhart flying over when she disappeared ?	4
What is mandibulofacial dysostosis ?	0
Who was the lyricist and who was the composer between Gilbert and Sullivan ?	3
What part of your body contains the corpus callosum ?	1
What is the purpose of BIOS ?	0
How did Edith Bunker die ?	0
Where can I find the lyrics for the song ` Getting Married Today ' from the musical ` Company ' ?	4
What did Esquire name Ash Hole of the Year for 1980 ?	1
What can communications satellites offer yachts ?	1
What is infomatics ?	0
What does the abbreviation AIDS stand for ?	2
Who is Coronado ?	3
What color Poker chip is usually assigned the lowest value ?	1
What is the meaning of caliente , in English , ?	0
What weapon did the crossed slits in English castles accommodate ?	1
Which is the only Dick Tracy villain to appear three times ?	3
What does RCA stand for ?	2
Who moderated the first Kennedy-Nixon TV debate ?	3
What kind of wine is Spumante ?	1
Mercury , what year was it discovered ?	5
Who invented the game bowling ?	3
Who was the Russian ambassador to Hungary during the 1956 uprising ?	3
What J.R.R. Tolkien book features Bilbo Baggins as the central character ?	1
Who invented Trivial Pursuit ?	3
What is the claim to fame of Agra , India ?	0
What does the word terrorism mean ?	0
Who is section manager for guidance and control systems at JPL ?	3
Who played Humpty Dumpty in the 1933 film Alice in Wonderland ?	3
What country surrounds San Marino , the world 's smallest Republic ?	4
Which Rockefeller was sometimes called `` JDR3 '' ?	3
How much folic acid should a pregnant woman get each day ?	5
What is endometriosis ?	0
What is AFS ?	2
How is thalassemia defined ?	0
How many James Bond novels are there ?	5
Who appointed the chair of the Federal Reserve ?	3
What is the literal meaning of `` D-DAY '' ?	0
How many shillings more than 2 were there in a guinea ?	5
Who received the Will Rogers Award in 1989 ?	3
What is pandoro ?	0
Who was the first jockey to ride two Triple Crown winners ?	3
What is the `` 7-minute cigarette '' ?	0
What is the fear of frogs ?	1
Who sings Angel Eyes from the 80 's ?	3
What are the Poconos ?	0
What are the 10 largest cities in the US ?	4
How much Coca Cola is drunk in one day in the world ?	5
What did the forward-thinking Simon Brothers Bakery of Chicago insert into bagels to boost business ?	1
What country lies directly south of Detroit ?	4
What year did the United States abolish the draft ?	5
Where was the first golf course in the United States ?	4
In what film did Steven Spielberg 's dog star as the main character 's dog ?	1
How many electoral college votes does Colorado have ?	5
What is the horsepower of the shuttle boosters ?	5
Who created the comic strip , `` Garfield '' ?	3
What is the electrical output in Madrid , Spain ?	1
What does a chef coddle eggs in ?	1
What is the name of the planet that the Ewoks live on ?	4
Where did the Battle of the Bulge take place ?	4
What year was the Mona Lisa painted ?	5
How many years did Sleeping Beauty sleep ?	5
How many miles of veins are in the circulatory system ?	5
Why do some clothing labels say `` Use a nonchlorine bleach '' ?	0
What was the Bridge of San Luis Rey made of ?	1
What well-known TV talk show host was a lay preacher by the time he was seventeen ?	3
What was the name of Aristotle Onassis 's yacht ?	1
Which large U.S. city had the highest murder rate for 1988 ?	4
Who discovered imaginary numbers ?	3
What does `` E Pluribus Unum '' on the penny mean ?	0
What are Canada 's two territories ?	4
Who is the prime minister of Australia ?	3
Whose video is titled Shape Up with Arnold ?	3
What was the Long March in China ?	0
How many mines can still be found in the Falklands after the war ended ?	5
What 's the most popular form of gambling with women in Las Vegas ?	1
Where did guinea pigs originate ?	4
Where was chop suey invented ?	4
What four-legged creature did a Cornell University study say would make man 's best companion in space ?	1
What sea separates Naples and Algiers ?	4
What river runs through Liverpool ?	4
Where is the group M People from ?	4
What North American city would you visit to see Cleopatra 's Needle ?	4
How did the war of 1812 affect Delaware ?	0
When was Dick Clark born ?	5
What is a fear of rejection ?	1
What does N est-ce pas mean ?	0
Who developed potlatch ?	3
Why do we call someone `` honey '' ?	0
What World War I battle saw 6 , 0 troops killed in one day ?	1
What document did President Andrew Johnson want a copy of placed under his head upon his burial ?	1
Who was the accused in The Trial of the Century , which opened Janurary 1 , 1935 ?	3
What was J.F.K. 's wife 's name ?	3
Define Spumante .	0
What is the plural of gulf ?	1
What is the trademark of a Washington Redskin 's fan ?	1
What U.S. general was court-martialled for criticizing American air power ?	3
What is object-oriented design ?	0
What was the 24-disc John Gabel Entertainer the first example of , in 1960 ?	1
What police force did Mack Sennett create ?	3
What day was Pearl Harbor attacked in 1942 ?	5
What countries have the highest ratio of university students ?	4
What is a swatch ?	0
What 's the sequel to Alice 's Adventures in Wonderland ?	1
Where did the term `` 69 '' come from ?	0
What is Shakespeare 's nickname ?	3
What is a fear of reptiles ?	1
What 's the difference between J.D. and LL.M. ?	0
Who was President of Afghanistan in 1994 ?	3
How do you get a broken cork out of a bottle ?	0
How do you say `` eat the day '' in Latin ?	1
What state on the Gulf of Mexico has its lowest point five feet below sea level ?	4
In what year did Ireland elect its first woman president ?	5
Where is the Thomas Edison Museum ?	4
What is the full name of the man who invented the multicolored game cube that has 42.3 quintillion potential combinations ?	3
What is the death toll of people dying from tuberculosis ?	5
What are triglycerides ?	0
How many teats does a female goat sport ?	5
What five cards make up a perfect Cribbage hand ?	1
How did people respond to the idea of the first millenium ?	0
What color is a giraffe 's tongue ?	1
Where do lobsters like to live ?	4
What American actress was the first to be called a `` vamp '' ?	3
What is the medical term for cancer of the blood ?	1
What is osmosis ?	0
Where did the real St. Nicholas live ?	4
What are a baseball team 's firemen ?	0
Which of many numbered vats of Scotch was judged best by a panel of experts in 1863 ?	1
Who was the captain of the tanker , Exxon Valdez , involved in the oil spill in Prince William Sound , Alaska , 1989 ?	3
What flower did Vincent Van Gogh paint ?	1
What Good Little Witch is Casper 's girlfriend ?	3
What are the chances of pregnacy if the penis does not penetrate the vagina ?	5
What is nuclear power ?	0
Who is Westview High 's band director in Funky Winkerbean ?	3
What is the birthstone of October ?	1
What five-time winner of the Kentucky Derby lost his first 25 races ?	1
What fraction of a beaver 's life is spent swimming ?	5
What are the five most expensive cities in the world ?	4
Name the tree growing company .	3
How much folic acid should an expectant mother get daily ?	5
Where can I get cotton textiles importer details ?	4
What was the name of the U.S. Navy gunboat in the film The Sand Pebbles ?	1
What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl ?	1
What do I have to do to get good grades in school ?	0
What are the words to `` My Way '' written by Paul Anka ?	0
What is the fine for having a dog on a beach ?	5
What is idealab ! ?	0
What is the recommended daily requirement for folic acid for pregnant women ?	0
Who was International Olympic Committee chairman at the 1936 Summer Games ?	3
Who designed London Bridge ?	3
What writer-journalist made his mark describing colorful Broadway and underworld characters ?	3
What were the names of the three ships used by Columbus ?	1
What future deer hunter portrayed Annie Hall 's neurotic brother , Duane ?	3
Who is the fastest guitarist ?	3
Where is Rider College located ?	4
What caused the Titanic to sink ?	0
What is the chemical reactivity of argon ?	5
What was `` America 's recessed-filter cigarette '' ?	1
What 's the term for a bet before cards are dealt ?	1
How many cherubs are there on a Trivial Pursuit board ?	5
CPR is the abbreviation for what ?	2
Who used AuH2O as an election slogan ?	3
How much money are Dumbo 's ears insured for ?	5
Who was made the first honorary citizen of the U.S. ?	3
What appointments secretary to Richard Nixon went to jail ?	3
What is humidity ?	0
What does the technique called `` cold fusion '' produce ?	1
What cards are bullets ?	1
What is the principal river of Ireland ?	4
What are the components of polyester ?	1
What does Playboy title its `` continuing dialog on contemporary issues between Playboy and its readers '' ?	1
How many tiles did the Space Shuttle Columbia lose on its second flight ?	5
What was an `` Asiento '' ?	0
Where are 8 of the 10 highest mountains in the world ?	4
When did beethoven die ?	5
What group asked the musical question Do You Believe in Magic ?	3
What title did Shevardnadze have during the Soviet era ?	3
What is the location of Edinburgh , Scotland ?	4
In what year did Thatcher gain power ?	5
CNN is an acronym for what ?	2
What did a 16th-century Aztec athlete get for putting a rubber ball through a ring ?	1
What baseball player was known as Charley Hustle ?	3
What color were Ernest Hemingway 's eyes ?	1
What web sites are linked to the Report on Genesis Eldercare ?	4
Which comic strip was never turned into a Broadway musical ?	1
The italian artist , Maurizio Pellegrin , is how old ?	5
What is the population of Mexico ?	5
Where are some great educational resources for parents and teachers ?	4
What was the name of the television show , starring Karl Madsen , that had San Francisco in the title ?	1
Who is the owner of CNN ?	3
What comedian was born Allen Stewart Konigsberg ?	3
When will the millennium officially begin ?	5
How do I find if my relatives were on the Trail of Tears ?	0
How long does James Bond like his eggs boiled ?	5
How much money can a person be fined for having a dog on a beach ?	5
What are dinosaur droppings called ?	1
What country has declared one-fifth of its territory off-limits to Russians ?	4
What operating system do IBM-compatible machines use ?	1
What are some interesting facts and information about dogsledding ?	0
What state was named the Green Mountain state ?	4
What are the rites accompanying the circumcision of a newly born-child in Judaism called ?	1
What U.S. Air Force general led the first bombing raid over Tokyo ?	3
What is a fear of sourness ?	1
What city is Logan Airport in ?	4
What is osteoporosis ?	0
Who is the voice of Miss Piggy ?	3
What was the death toll at the eruption of Mount Pinatubo ?	5
What dumb-but-loveable character did Maurice Gosfield play on The Phil Silvers Show ?	3
What age followed the Bronze Age ?	1
What made the Finger Lakes in western New York state ?	0
Why do men snore ?	0
Where are the Haversian canals ?	4
What are the characters ' names in the Scooby-Doo cartoon ?	3
What 's the fifth-largest country in the world ?	4
What two European countries are joined by the Gran San Bernardo Pass ?	4
Who famously rode to warn the people of Massachusetts that the British were coming ?	3
What character did Tex Avery first create upon arriving at MGM ?	3
What store claims to be the world 's largest department store ?	3
Why do some jets have a vapor trail , and others do not ?	0
What mineral helps prevent osteoporosis ?	1
Where do the adventures of `` The Swiss Family Robinson '' take place ?	4
What is vertigo ?	0
What country has the highest arson rate ?	4
What double talking `` professor '' holds a doctorate in Nothing ?	3
What is the telephone number for the University of Kentucky ?	5
Who is Pia Zadora 's millionaire husband and mentor ?	3
Where can I find a world atlas map online at no charge ?	4
What major airline has the best safety record in the world ?	3
What time of year has the most air travel ?	5
In the Miller Lite TV commercial , who is the creature ?	1
Who is Ishmael in Moby Dick ?	3
What must a Las Vegas blackjack dealer do when he reaches 16 ?	0
How do I contact Answers.com direct ?	0
What are the distinct physical characterstics of the Arabian horse ?	0
What city was Martin Luther King Jr. assassinated in ?	4
